المصنَّف	الورقة	ترتيب الورقة	خلية الرأس	رقم الحقل	اسم الحقل	آلية المصدر (AS-IS)	سلوك النظام المستهدف (TO-BE)	قاعدة الظهور	مصدر الحكم	حالة السطح	المتطلب الحاكم	قرار المصالحة
المبيعات التعاقدية	06_احتياج_العميل_وطلب_العرض	6	P3	16	النهاية المتوقعة	قيمة مثبتة	إدخال أعمال	خانة إدخال مفتوحة	قيمة في المرجع	يُبنى (TO-BE)	SAL-06	—
المبيعات التعاقدية	06_احتياج_العميل_وطلب_العرض	6	Q3	17	أساس البداية المتوقعة	قيمة مثبتة	إدخال أعمال	خانة إدخال مفتوحة	قيمة في المرجع	يُبنى (TO-BE)	SAL-06	—
المبيعات التعاقدية	06_احتياج_العميل_وطلب_العرض	6	R3	18	أساس النهاية المتوقعة	قيمة مثبتة	إدخال أعمال	خانة إدخال مفتوحة	قيمة في المرجع	يُبنى (TO-BE)	SAL-06	—
المبيعات التعاقدية	06_احتياج_العميل_وطلب_العرض	6	S3	19	حالة بيانات التواريخ	قيمة مثبتة	إدخال أعمال	خانة إدخال مفتوحة	قيمة في المرجع	يُبنى (TO-BE)	SAL-06	—
المبيعات التعاقدية	06_احتياج_العميل_وطلب_العرض	6	T3	20	المتطلبات التجارية الأساسية	قيمة مثبتة	إدخال أعمال	خانة إدخال مفتوحة	قيمة في المرجع	يُبنى (TO-BE)	SAL-06	—
المبيعات التعاقدية	06_احتياج_العميل_وطلب_العرض	6	U3	21	تاريخ الاستلام	قيمة مثبتة	إدخال أعمال	خانة إدخال مفتوحة	قيمة في المرجع	يُبنى (TO-BE)	SAL-06	—
المبيعات التعاقدية	06_احتياج_العميل_وطلب_العرض	6	V3	22	موعد الرد بالعرض	قيمة مثبتة	إدخال أعمال	خانة إدخال مفتوحة	قيمة في المرجع	يُبنى (TO-BE)	SAL-06	—
المبيعات التعاقدية	06_احتياج_العميل_وطلب_العرض	6	W3	23	الحالة	قيمة مثبتة	إدخال أعمال	خانة إدخال مفتوحة	قيمة في المرجع	يُبنى (TO-BE)	SAL-06	—
المبيعات التعاقدية	06_احتياج_العميل_وطلب_العرض	6	X3	24	مرجع العقد الناتج	قيمة مثبتة	إدخال أعمال	خانة إدخال مفتوحة	قيمة في المرجع	يُبنى (TO-BE)	SAL-06	—
المبيعات التعاقدية	06_احتياج_العميل_وطلب_العرض	6	Y3	25	ملاحظات	قيمة مثبتة	أثر تدقيقي أو بيانات وصفية	يُحفظ ولا يُعرض في النموذج	قيمة في المرجع	يُبنى (TO-BE)	SAL-06	—
المبيعات التعاقدية	06_احتياج_العميل_وطلب_العرض	6	Z3	26	مفتاح الحاوية المصدر	قيمة مثبتة	إدخال أعمال	خانة إدخال مفتوحة	قيمة في المرجع	يُبنى (TO-BE)	SAL-06	—
المبيعات التعاقدية	06_احتياج_العميل_وطلب_العرض	6	AA3	27	مستوى الحجية	قيمة مثبتة	أثر تدقيقي أو بيانات وصفية	يُحفظ ولا يُعرض في النموذج	قيمة في المرجع	يُبنى (TO-BE)	SAL-06	—
المبيعات التعاقدية	06_احتياج_العميل_وطلب_العرض	6	AB3	28	أساس القيمة الرجعية	قيمة مثبتة	إدخال أعمال	خانة إدخال مفتوحة	قيمة في المرجع	يُبنى (TO-BE)	SAL-06	—
المبيعات التعاقدية	07_سجل_العروض	7	A3	1	رقم العرض الداخلي · Quote_ID	قيمة مثبتة	مفتاح أساسي مولَّد	يولّده النظام ولا يُحرَّر	قيمة في المرجع	قائم (AS-IS)	SAL-07	—
المبيعات التعاقدية	07_سجل_العروض	7	B3	2	رقم الفرصة	قيمة مثبتة	مفتاح خارجي موروث	يُورَث من الأب ولا يُنشأ هنا	قيمة في المرجع	قائم (AS-IS)	SAL-07	—
المبيعات التعاقدية	07_سجل_العروض	7	C3	3	رقم الطلب	قيمة مثبتة	إدخال أعمال	خانة إدخال مفتوحة	قيمة في المرجع	قائم (AS-IS)	SAL-07	—
المبيعات التعاقدية	07_سجل_العروض	7	D3	4	رقم العميل	قيمة مثبتة	مفتاح خارجي موروث	يُورَث من الأب ولا يُنشأ هنا	قيمة في المرجع	قائم (AS-IS)	SAL-07	—
المبيعات التعاقدية	07_سجل_العروض	7	E3	5	اسم العميل (بحث)	صيغة عابرة للأوراق	مرجع من قائمة	قائمة اختيار — لا كتابة حرة	صيغة حية في المرجع	قائم (AS-IS)	SAL-07	—
المبيعات التعاقدية	07_سجل_العروض	7	F3	6	رقم المشروع	قيمة مثبتة	مفتاح خارجي موروث	يُورَث من الأب ولا يُنشأ هنا	قيمة في المرجع	قائم (AS-IS)	SAL-07	—
المبيعات التعاقدية	07_سجل_العروض	7	G3	7	رقم العرض الرسمي	قيمة مثبتة	مفتاح خارجي موروث	يُورَث من الأب ولا يُنشأ هنا	قيمة في المرجع	قائم (AS-IS)	SAL-07	—
المبيعات التعاقدية	07_سجل_العروض	7	H3	8	تاريخ الإصدار	قيمة مثبتة	إدخال أعمال	خانة إدخال مفتوحة	قيمة في المرجع	قائم (AS-IS)	SAL-07	—
المبيعات التعاقدية	07_سجل_العروض	7	I3	9	تاريخ الإرسال	قيمة مثبتة	إدخال أعمال	خانة إدخال مفتوحة	قيمة في المرجع	قائم (AS-IS)	SAL-07	—
المبيعات التعاقدية	07_سجل_العروض	7	J3	10	أساس التاريخ	قيمة مثبتة	إدخال أعمال	خانة إدخال مفتوحة	قيمة في المرجع	قائم (AS-IS)	SAL-07	—
المبيعات التعاقدية	07_سجل_العروض	7	K3	11	النسخة	قيمة مثبتة	إدخال أعمال	خانة إدخال مفتوحة	قيمة في المرجع	قائم (AS-IS)	SAL-07	—
المبيعات التعاقدية	07_سجل_العروض	7	L3	12	نموذج العمل	قيمة مثبتة	إدخال أعمال	خانة إدخال مفتوحة	قيمة في المرجع	قائم (AS-IS)	SAL-07	—
المبيعات التعاقدية	07_سجل_العروض	7	M3	13	العملة	قيمة مثبتة	إدخال أعمال	خانة إدخال مفتوحة	قيمة في المرجع	قائم (AS-IS)	SAL-07	—
المبيعات التعاقدية	07_سجل_العروض	7	N3	14	مدة السريان	قيمة مثبتة	إدخال أعمال	خانة إدخال مفتوحة	قيمة في المرجع	قائم (AS-IS)	SAL-07	—
المبيعات التعاقدية	07_سجل_العروض	7	O3	15	شروط الدفع/الفوترة	قيمة مثبتة	إدخال أعمال	خانة إدخال مفتوحة	قيمة في المرجع	قائم (AS-IS)	SAL-07	—
المبيعات التعاقدية	07_سجل_العروض	7	P3	16	حالة العرض	قيمة مثبتة	إدخال أعمال	خانة إدخال مفتوحة	قيمة في المرجع	قائم (AS-IS)	SAL-07	—
المبيعات التعاقدية	07_سجل_العروض	7	Q3	17	رد العميل	قيمة مثبتة	إدخال أعمال	خانة إدخال مفتوحة	قيمة في المرجع	قائم (AS-IS)	SAL-07	—
المبيعات التعاقدية	07_سجل_العروض	7	R3	18	حالة القرار	قيمة مثبتة	إدخال أعمال	خانة إدخال مفتوحة	قيمة في المرجع	قائم (AS-IS)	SAL-07	—
المبيعات التعاقدية	07_سجل_العروض	7	S3	19	تاريخ القرار	قيمة مثبتة	إدخال أعمال	خانة إدخال مفتوحة	قيمة في المرجع	قائم (AS-IS)	SAL-07	—
المبيعات التعاقدية	07_سجل_العروض	7	T3	20	قيمة العرض ($)	صيغة عابرة للأوراق	مشتق محسوب	يُحسب في الخدمة ولا يُدخل	صيغة حية في المرجع	قائم (AS-IS)	SAL-07	—
المبيعات التعاقدية	07_سجل_العروض	7	U3	21	قيمة العرض (ج.س)	صيغة عابرة للأوراق	مشتق محسوب	يُحسب في الخدمة ولا يُدخل	صيغة حية في المرجع	قائم (AS-IS)	SAL-07	—
المبيعات التعاقدية	07_سجل_العروض	7	V3	22	مرجع العقد الناتج	قيمة مثبتة	إدخال أعمال	خانة إدخال مفتوحة	قيمة في المرجع	قائم (AS-IS)	SAL-07	—
المبيعات التعاقدية	07_سجل_العروض	7	W3	23	ملاحظات	قيمة مثبتة	أثر تدقيقي أو بيانات وصفية	يُحفظ ولا يُعرض في النموذج	قيمة في المرجع	قائم (AS-IS)	SAL-07	—
المبيعات التعاقدية	07_سجل_العروض	7	X3	24	مفتاح الحاوية المصدر	قيمة مثبتة	إدخال أعمال	خانة إدخال مفتوحة	قيمة في المرجع	قائم (AS-IS)	SAL-07	—
المبيعات التعاقدية	07_سجل_العروض	7	Y3	25	مستوى الحجية	قيمة مثبتة	أثر تدقيقي أو بيانات وصفية	يُحفظ ولا يُعرض في النموذج	قيمة في المرجع	قائم (AS-IS)	SAL-07	—
المبيعات التعاقدية	07_سجل_العروض	7	Z3	26	أساس القيمة الرجعية	قيمة مثبتة	إدخال أعمال	خانة إدخال مفتوحة	قيمة في المرجع	قائم (AS-IS)	SAL-07	—
المبيعات التعاقدية	08_بنود_العروض	8	A3	1	رقم البند	قيمة مثبتة	موروث بالإسناد من الأب	يُملأ من الأب عند الإنشاء ويُعرض مقفلًا	قاعدة المتطلب الحاكم	يُبنى (TO-BE)	SAL-08	حُسم بالمتطلب: إدخال أعمال ← موروث بالإسناد من الأب
المبيعات التعاقدية	08_بنود_العروض	8	B3	2	رقم العرض	قيمة مثبتة	مفتاح خارجي موروث	يُورَث من الأب ولا يُنشأ هنا	قيمة في المرجع	يُبنى (TO-BE)	SAL-08	—
المبيعات التعاقدية	08_بنود_العروض	8	C3	3	مرجع العقد	قيمة مثبتة	إدخال أعمال	خانة إدخال مفتوحة	قيمة في المرجع	يُبنى (TO-BE)	SAL-08	—
المبيعات التعاقدية	08_بنود_العروض	8	D3	4	نوع البند	قيمة مثبتة	موروث بالإسناد من الأب	يُملأ من الأب عند الإنشاء ويُعرض مقفلًا	قاعدة المتطلب الحاكم	يُبنى (TO-BE)	SAL-08	حُسم بالمتطلب: إدخال أعمال ← موروث بالإسناد من الأب
المبيعات التعاقدية	08_بنود_العروض	8	E3	5	نوع الخدمة	قيمة مثبتة	إدخال أعمال	خانة إدخال مفتوحة	قيمة في المرجع	يُبنى (TO-BE)	SAL-08	—
المبيعات التعاقدية	08_بنود_العروض	8	F3	6	نوع المعدة/البند	قيمة مثبتة	موروث بالإسناد من الأب	يُملأ من الأب عند الإنشاء ويُعرض مقفلًا	قاعدة المتطلب الحاكم	يُبنى (TO-BE)	SAL-08	حُسم بالمتطلب: إدخال أعمال ← موروث بالإسناد من الأب
المبيعات التعاقدية	08_بنود_العروض	8	G3	7	نموذج العمل	قيمة مثبتة	موروث بالإسناد من الأب	يُملأ من الأب عند الإنشاء ويُعرض مقفلًا	قاعدة المتطلب الحاكم	يُبنى (TO-BE)	SAL-08	حُسم بالمتطلب: إدخال أعمال ← موروث بالإسناد من الأب
المبيعات التعاقدية	08_بنود_العروض	8	H3	8	عدد المعدات	قيمة مثبتة	إدخال أعمال	خانة إدخال مفتوحة	قيمة في المرجع	يُبنى (TO-BE)	SAL-08	—
المبيعات التعاقدية	08_بنود_العروض	8	I3	9	أساس الوحدة الشهري	قيمة مثبتة	إدخال أعمال	خانة إدخال مفتوحة	قيمة في المرجع	يُبنى (TO-BE)	SAL-08	—
المبيعات التعاقدية	08_بنود_العروض	8	J3	10	المدة (أشهر)	قيمة مثبتة	إدخال أعمال	خانة إدخال مفتوحة	قيمة في المرجع	يُبنى (TO-BE)	SAL-08	—
المبيعات التعاقدية	08_بنود_العروض	8	K3	11	الكمية/المستهدف	قيمة مثبتة	إدخال أعمال	خانة إدخال مفتوحة	قيمة في المرجع	يُبنى (TO-BE)	SAL-08	—
المبيعات التعاقدية	08_بنود_العروض	8	L3	12	وحدة القياس	قيمة مثبتة	مرجع من قائمة	قائمة اختيار — لا كتابة حرة	قاعدة المتطلب الحاكم	يُبنى (TO-BE)	SAL-08	حُسم بالمتطلب: إدخال أعمال ← مرجع من قائمة
المبيعات التعاقدية	08_بنود_العروض	8	M3	13	سعر الوحدة	قيمة مثبتة	مرجع من قائمة	قائمة اختيار — لا كتابة حرة	قاعدة المتطلب الحاكم	يُبنى (TO-BE)	SAL-08	حُسم بالمتطلب: لقطة تعاقدية ← مرجع من قائمة
المبيعات التعاقدية	08_بنود_العروض	8	N3	14	العملة	قيمة مثبتة	إدخال أعمال	خانة إدخال مفتوحة	قيمة في المرجع	يُبنى (TO-BE)	SAL-08	—
المبيعات التعاقدية	08_بنود_العروض	8	O3	15	القيمة	صيغة داخلية	مشتق محسوب	يُحسب في الخدمة ولا يُدخل	صيغة حية في المرجع	يُبنى (TO-BE)	SAL-08	—
المبيعات التعاقدية	08_بنود_العروض	8	P3	16	سريان النسخة السعرية	ورقة بلا بيانات	مرجع من قائمة	قائمة اختيار — لا كتابة حرة	قاعدة المتطلب الحاكم	يُبنى (TO-BE)	SAL-08	حُسم بالمتطلب: إدخال أعمال ← مرجع من قائمة
